Geneid	T0	T10
IABCJNHA_02782	4	0
IABCJNHA_02783	2	2
IABCJNHA_02784	0	0
IABCJNHA_02785	4	0
IABCJNHA_02786	3	0
IABCJNHA_02787	19	13
IABCJNHA_02788	2782	1355
IABCJNHA_02789	1412	704
IABCJNHA_02790	2	0
IABCJNHA_02791	36	12
IABCJNHA_02792	10	3
IABCJNHA_02793	13	6
IABCJNHA_02794	108	41
IABCJNHA_02795	10	6
IABCJNHA_02796	27	8
IABCJNHA_02797	23	7
IABCJNHA_02798	10	6
IABCJNHA_02799	4	2
IABCJNHA_02800	14	2
IABCJNHA_02801	0	0
IABCJNHA_02802	4	2
IABCJNHA_02803	2	0
IABCJNHA_02804	1	2
IABCJNHA_02805	0	0
IABCJNHA_02806	271	152
IABCJNHA_02807	31	16
IABCJNHA_02808	120	18
IABCJNHA_02809	0	0
IABCJNHA_02810	54	2
IABCJNHA_02811	10	2
IABCJNHA_02812	16	8
IABCJNHA_02813	48	37
IABCJNHA_02814	7	1
IABCJNHA_02815	54	18
IABCJNHA_02816	162	120
IABCJNHA_02817	20	0
IABCJNHA_02818	12	2
IABCJNHA_02819	72	16
IABCJNHA_02820	23	16
IABCJNHA_02821	104	74
IABCJNHA_02822	58	26
IABCJNHA_02823	0	0
IABCJNHA_02824	196	52
IABCJNHA_02825	143	75
IABCJNHA_02826	6	16
IABCJNHA_02827	4	7
IABCJNHA_02828	5	2
IABCJNHA_02829	524	171
IABCJNHA_02830	1763	919
IABCJNHA_02831	0	16
IABCJNHA_02833	13	8
IABCJNHA_02834	43	30
IABCJNHA_02835	76	79
IABCJNHA_02836	129	116
IABCJNHA_02837	457	138
IABCJNHA_02838	319	126
IABCJNHA_02839	119	67
IABCJNHA_02840	6	5
IABCJNHA_02841	104	94
IABCJNHA_02842	2	1
IABCJNHA_02843	0	1
IABCJNHA_02844	0	2
IABCJNHA_02845	0	3
IABCJNHA_02846	4	7
IABCJNHA_02847	11	11
IABCJNHA_02848	11	12
IABCJNHA_02849	0	0
IABCJNHA_02850	0	0
IABCJNHA_02851	15	31
IABCJNHA_02852	1591	269
IABCJNHA_02853	8	16
IABCJNHA_02854	20	9
IABCJNHA_02855	6	12
IABCJNHA_02856	5	0
IABCJNHA_02857	11	7
IABCJNHA_02858	2	7
IABCJNHA_02859	4	9
IABCJNHA_02860	39	46
IABCJNHA_02861	4	6
IABCJNHA_02862	308	146
IABCJNHA_02863	132	79
IABCJNHA_02864	161	84
IABCJNHA_02865	102	60
IABCJNHA_02866	87	23
IABCJNHA_02867	281	64
IABCJNHA_02868	103	74
IABCJNHA_02869	208	154
IABCJNHA_02870	0	2
IABCJNHA_02871	0	0
IABCJNHA_02872	1230	745
IABCJNHA_02873	27	9
IABCJNHA_02874	318	179
IABCJNHA_02875	0	6
IABCJNHA_02876	442	258
IABCJNHA_02877	199	114
IABCJNHA_02878	6	19
IABCJNHA_02879	724	342
IABCJNHA_02880	980	397
IABCJNHA_02881	549	236
IABCJNHA_02882	713	195
IABCJNHA_02883	9471	5290
IABCJNHA_02884	512	218
IABCJNHA_02885	20	25
IABCJNHA_02886	104	44
IABCJNHA_02887	138	66
IABCJNHA_02888	800	479
IABCJNHA_02889	218	45
IABCJNHA_02890	152	4
IABCJNHA_02891	0	0
IABCJNHA_02892	1386	193
IABCJNHA_02893	952	73
IABCJNHA_02894	2	4
IABCJNHA_02895	83	55
IABCJNHA_02896	328	160
IABCJNHA_02897	0	3
IABCJNHA_02898	10	5
IABCJNHA_02899	36	22
IABCJNHA_02900	0	0
IABCJNHA_02901	6	6
IABCJNHA_02902	8	2
IABCJNHA_02903	0	0
IABCJNHA_02904	2	0
IABCJNHA_02905	0	0
IABCJNHA_02906	4	0
IABCJNHA_02907	8	4
IABCJNHA_02908	57	79
IABCJNHA_02909	197	158
IABCJNHA_02910	10	18
IABCJNHA_02911	72	20
IABCJNHA_02912	82	21
IABCJNHA_02913	86	32
IABCJNHA_02914	7	8
IABCJNHA_02915	67	29
IABCJNHA_02916	126	37
IABCJNHA_02917	78	42
IABCJNHA_02918	8	6
IABCJNHA_02919	35	13
IABCJNHA_02920	34	13
IABCJNHA_02921	15	5
IABCJNHA_02922	0	0
IABCJNHA_02923	2	0
IABCJNHA_02924	0	4
IABCJNHA_02925	109	36
IABCJNHA_02926	114	47
IABCJNHA_02927	31	2
IABCJNHA_02928	51	14
IABCJNHA_02929	56	16
IABCJNHA_02930	10	5
IABCJNHA_02931	4	4
IABCJNHA_02932	2	0
IABCJNHA_02933	2	8
IABCJNHA_02934	2	2
IABCJNHA_02935	0	0
IABCJNHA_02936	4	0
IABCJNHA_02937	2	0
IABCJNHA_02938	10	4
IABCJNHA_02939	24	22
IABCJNHA_02940	28	15
IABCJNHA_02941	2	1
IABCJNHA_02942	38	10
IABCJNHA_02943	7	6
IABCJNHA_02944	50	22
IABCJNHA_02945	42	19
IABCJNHA_02946	0	8
IABCJNHA_02947	9	10
IABCJNHA_02948	8	6
IABCJNHA_02949	2	8
IABCJNHA_02950	0	2
IABCJNHA_02951	13506	6462
IABCJNHA_02952	213	102
IABCJNHA_02953	200	99
IABCJNHA_02954	0	0
IABCJNHA_02955	1	0
IABCJNHA_02956	0	0
IABCJNHA_02957	0	0
IABCJNHA_02958	4	2
IABCJNHA_02959	0	0
IABCJNHA_02960	1	2
IABCJNHA_02961	1	0
IABCJNHA_02962	33	57
IABCJNHA_02963	674	672
IABCJNHA_02964	182	121
IABCJNHA_02965	623	397
IABCJNHA_02966	246	153
IABCJNHA_02967	0	0
IABCJNHA_02968	0	2
IABCJNHA_02969	32	12
IABCJNHA_02970	0	0
IABCJNHA_02971	27	10
IABCJNHA_02972	50	6
IABCJNHA_02973	7	4
IABCJNHA_02974	11	9
IABCJNHA_02975	16	6
IABCJNHA_02976	10	15
IABCJNHA_02977	22	9
IABCJNHA_02978	4	1
IABCJNHA_02979	50	14
IABCJNHA_02980	46	13
IABCJNHA_02981	0	10
IABCJNHA_02982	10	0
IABCJNHA_02983	30	0
IABCJNHA_02984	185	95
IABCJNHA_02985	0	2
IABCJNHA_02986	70	18
IABCJNHA_02987	42	0
IABCJNHA_02988	0	1
IABCJNHA_02989	4	0
IABCJNHA_02990	657	162
IABCJNHA_02991	1	2
IABCJNHA_02992	39	19
IABCJNHA_02993	25	9
IABCJNHA_02994	175	86
IABCJNHA_02995	459	35
IABCJNHA_02996	228	73
IABCJNHA_02997	33	12
IABCJNHA_02998	34	22
IABCJNHA_02999	10	2
IABCJNHA_03000	4	0
IABCJNHA_03001	36	10
IABCJNHA_03002	222	83
IABCJNHA_03003	288	136
IABCJNHA_03004	98	43
IABCJNHA_03005	1307	259
IABCJNHA_03006	44	21
IABCJNHA_03007	218	79
IABCJNHA_03008	72	31
IABCJNHA_03009	308	42
IABCJNHA_03010	139	59
IABCJNHA_03011	35	19
IABCJNHA_03012	597	207
IABCJNHA_03013	754	175
IABCJNHA_03014	327	72
IABCJNHA_03015	81	56
IABCJNHA_03016	446	316
IABCJNHA_03017	4	14
IABCJNHA_03018	6	8
IABCJNHA_03019	140	29
IABCJNHA_03020	171	61
IABCJNHA_03021	132	55
IABCJNHA_03022	125	36
IABCJNHA_03023	209	118
IABCJNHA_03024	1080	288
IABCJNHA_03025	114	47
IABCJNHA_03026	212	176
IABCJNHA_03027	445	165
IABCJNHA_03028	79	139
IABCJNHA_03029	12	7
IABCJNHA_03030	4066	2165
IABCJNHA_03031	12	30
IABCJNHA_03032	208	74
IABCJNHA_03033	205	103
IABCJNHA_03034	40	26
IABCJNHA_03035	170	42
IABCJNHA_03036	87	26
IABCJNHA_03037	2	4
IABCJNHA_03038	164	75
IABCJNHA_03039	25	13
IABCJNHA_03040	27	21
IABCJNHA_03041	27	15
IABCJNHA_03042	69	141
IABCJNHA_03043	24	26
IABCJNHA_03044	20	24
IABCJNHA_03045	793	558
IABCJNHA_03046	49	33
IABCJNHA_03047	8	1
IABCJNHA_03048	5	3
IABCJNHA_03049	0	2
IABCJNHA_03050	0	2
IABCJNHA_03051	30	14
IABCJNHA_03052	68	59
IABCJNHA_03053	30	36
IABCJNHA_03054	0	1
IABCJNHA_03055	10	14
IABCJNHA_03056	464	347
IABCJNHA_03057	503	260
IABCJNHA_03058	28	45
IABCJNHA_03059	40	41
IABCJNHA_03060	0	0
IABCJNHA_03061	52	22
IABCJNHA_03062	20	10
IABCJNHA_03063	16	7
IABCJNHA_03064	28	13
IABCJNHA_03065	453	192
IABCJNHA_03066	342	130
IABCJNHA_03067	199	128
IABCJNHA_03068	638	358
IABCJNHA_03069	421	68
IABCJNHA_03070	0	4
IABCJNHA_03071	37	25
IABCJNHA_03072	194	157
IABCJNHA_03073	12	13
IABCJNHA_03074	26	12
IABCJNHA_03075	40	36
IABCJNHA_03076	86	42
IABCJNHA_03077	34	6
IABCJNHA_03078	51	32
IABCJNHA_03079	48	38
IABCJNHA_03080	12	10
IABCJNHA_03081	135	250
IABCJNHA_03082	24	77
IABCJNHA_03083	6	4
IABCJNHA_03084	4	0
IABCJNHA_03085	88	8
IABCJNHA_03086	694	308
IABCJNHA_03087	1	7
IABCJNHA_03088	0	1
IABCJNHA_03089	44	46
IABCJNHA_03090	107	100
IABCJNHA_03091	50	68
IABCJNHA_03092	926	617
IABCJNHA_03093	283	114
IABCJNHA_03094	2006	336
IABCJNHA_03095	591	72
IABCJNHA_03096	292	109
IABCJNHA_03097	313	128
IABCJNHA_03098	224	77
IABCJNHA_03099	66	11
IABCJNHA_03100	4	3
IABCJNHA_03101	6	14
IABCJNHA_03102	36	10
IABCJNHA_03103	69	35
IABCJNHA_03104	246	150
IABCJNHA_03105	4	0
IABCJNHA_03106	2	0
IABCJNHA_03107	6	2
IABCJNHA_03108	4	0
IABCJNHA_03109	15	4
IABCJNHA_03110	107	53
IABCJNHA_03111	199	52
IABCJNHA_03112	3355	1456
IABCJNHA_03113	110	36
IABCJNHA_03114	81	24
IABCJNHA_03115	30	2
IABCJNHA_03116	14	2
IABCJNHA_03117	10	6
IABCJNHA_03118	17	7
IABCJNHA_03119	34	17
IABCJNHA_03120	39	13
IABCJNHA_03121	15	8
IABCJNHA_03122	5	3
IABCJNHA_03123	6	4
IABCJNHA_03124	2	4
IABCJNHA_03125	10	12
IABCJNHA_03126	15	9
IABCJNHA_03127	7	4
IABCJNHA_03128	104	64
IABCJNHA_03129	4	12
IABCJNHA_03130	8	42
IABCJNHA_03131	16	9
IABCJNHA_03133	13	8
IABCJNHA_03134	44	21
IABCJNHA_03135	0	8
IABCJNHA_03136	12	2
IABCJNHA_03137	1	0
IABCJNHA_03138	1	0
IABCJNHA_03139	0	0
IABCJNHA_03140	0	0
IABCJNHA_03141	192	256
IABCJNHA_03142	0	0
IABCJNHA_03143	0	4
IABCJNHA_03144	49	22
IABCJNHA_03145	1	4
IABCJNHA_03146	0	0
IABCJNHA_03147	1238	1120
IABCJNHA_03149	223	84
IABCJNHA_03150	57	22
IABCJNHA_03151	175	74
IABCJNHA_03152	75	50
IABCJNHA_03153	311	163
IABCJNHA_03154	96	50
IABCJNHA_03155	86	151
IABCJNHA_03156	148	53
IABCJNHA_03157	3	3
IABCJNHA_03158	207	114
IABCJNHA_03159	473	210
IABCJNHA_03160	6	3
IABCJNHA_03161	182	91
IABCJNHA_03162	74	42
IABCJNHA_03163	337	315
IABCJNHA_03164	124	63
IABCJNHA_03165	156	60
IABCJNHA_03166	107	38
IABCJNHA_03167	3	4
IABCJNHA_03168	30	12
IABCJNHA_03169	0	2
IABCJNHA_03170	6	6
IABCJNHA_03171	0	0
IABCJNHA_03172	110	48
IABCJNHA_03173	158	71
IABCJNHA_03174	4	1
IABCJNHA_03175	2	5
IABCJNHA_03176	2	1
IABCJNHA_03177	529	148
IABCJNHA_03178	197	69
IABCJNHA_03179	57	20
IABCJNHA_03180	53	6
IABCJNHA_03181	362	74
IABCJNHA_03182	386	142
IABCJNHA_03183	18	2
IABCJNHA_03184	2	2
IABCJNHA_03185	131	36
IABCJNHA_03186	24	7
IABCJNHA_03187	46	19
IABCJNHA_03188	0	0
IABCJNHA_03189	26	4
IABCJNHA_03190	50	12
IABCJNHA_03191	2	0
IABCJNHA_03192	4	0
IABCJNHA_03193	0	0
IABCJNHA_03194	41	3
IABCJNHA_03195	33	8
IABCJNHA_03196	1	1
IABCJNHA_03197	34	8
IABCJNHA_03198	27	6
IABCJNHA_03199	40	7
IABCJNHA_03200	3	0
IABCJNHA_03201	11	0
IABCJNHA_03202	5	0
IABCJNHA_03203	107	21
IABCJNHA_03204	58	14
IABCJNHA_03205	372	67
IABCJNHA_03206	301	59
IABCJNHA_03207	1742	753
IABCJNHA_03208	1	0
IABCJNHA_03209	8	0
IABCJNHA_03210	10	2
IABCJNHA_03211	2	2
IABCJNHA_03212	5	0
IABCJNHA_03213	1	6
IABCJNHA_03214	17	4
IABCJNHA_03215	130	18
IABCJNHA_03216	30	20
IABCJNHA_03217	55	14
IABCJNHA_03218	4	4
IABCJNHA_03219	14	7
IABCJNHA_03220	61	71
IABCJNHA_03221	11	20
IABCJNHA_03222	105	114
IABCJNHA_03223	13	19
IABCJNHA_03224	131	88
IABCJNHA_03225	49	22
IABCJNHA_03226	96	56
IABCJNHA_03227	40	27
IABCJNHA_03228	6	8
IABCJNHA_03229	13	4
IABCJNHA_03230	91	52
IABCJNHA_03231	93	51
IABCJNHA_03232	8	4
IABCJNHA_03233	4	1
IABCJNHA_03234	20	14
IABCJNHA_03235	11	13
IABCJNHA_03236	50	18
IABCJNHA_03237	35	24
IABCJNHA_03238	13	20
IABCJNHA_03239	31	17
IABCJNHA_03240	45	43
IABCJNHA_03241	2	2
IABCJNHA_03242	134	42
IABCJNHA_03243	66	39
IABCJNHA_03244	100	79
IABCJNHA_03245	28	7
IABCJNHA_03246	9	4
IABCJNHA_03247	0	2
IABCJNHA_03248	2	0
IABCJNHA_03249	0	0
IABCJNHA_03250	0	0
IABCJNHA_03251	2	4
IABCJNHA_03252	8	6
IABCJNHA_03253	1010	848
IABCJNHA_03254	168	64
IABCJNHA_03255	172	70
IABCJNHA_03256	130	62
IABCJNHA_03257	8	2
IABCJNHA_03258	32	7
IABCJNHA_03259	66	18
IABCJNHA_03260	0	1
IABCJNHA_03261	47	37
IABCJNHA_03262	824	50
IABCJNHA_03263	653	22
IABCJNHA_03264	1	0
IABCJNHA_03265	89	28
IABCJNHA_03266	42	7
IABCJNHA_03267	137	32
IABCJNHA_03268	8	17
IABCJNHA_03269	788	504
IABCJNHA_03270	2	0
IABCJNHA_03271	17	1
IABCJNHA_03272	473	26
IABCJNHA_03273	39	16
IABCJNHA_03274	71	33
IABCJNHA_03275	81	38
IABCJNHA_03276	124	89
IABCJNHA_03277	48	2
IABCJNHA_03278	136	73
IABCJNHA_03279	20	6
IABCJNHA_03280	80	34
IABCJNHA_03281	234	70
IABCJNHA_03282	15	10
IABCJNHA_03283	15	6
IABCJNHA_03284	571	98
IABCJNHA_03285	222	76
IABCJNHA_03286	1068	325
IABCJNHA_03287	1270	337
IABCJNHA_03288	12	6
IABCJNHA_03289	78	54
IABCJNHA_03290	44	17
IABCJNHA_03291	15	52
IABCJNHA_03292	9	71
IABCJNHA_03293	9	38
IABCJNHA_03294	6	69
IABCJNHA_03295	1	35
IABCJNHA_03296	1463	875
IABCJNHA_03297	4	2
IABCJNHA_03298	24	16
IABCJNHA_03299	2	4
IABCJNHA_03300	8	3
IABCJNHA_03301	61	37
IABCJNHA_03302	193	126
IABCJNHA_03303	0	0
IABCJNHA_03304	42	7
IABCJNHA_03305	33	9
IABCJNHA_03306	0	0
IABCJNHA_03307	102	27
IABCJNHA_03308	109	23
IABCJNHA_03309	18	2
IABCJNHA_03310	6	0
IABCJNHA_03311	0	0
IABCJNHA_03312	8	0
IABCJNHA_03313	12	0
IABCJNHA_03314	8	4
IABCJNHA_03315	9	5
IABCJNHA_03316	4	4
IABCJNHA_03317	5	0
IABCJNHA_03318	6	0
IABCJNHA_03319	10	2
IABCJNHA_03320	2	0
IABCJNHA_03321	4	0
IABCJNHA_03322	16	4
IABCJNHA_03323	0	0
IABCJNHA_03324	2	0
IABCJNHA_03325	3	2
IABCJNHA_03326	6	4
IABCJNHA_03327	104	4
IABCJNHA_03328	185	12
IABCJNHA_03329	70	3
IABCJNHA_03330	4	0
IABCJNHA_03331	83	44
IABCJNHA_03332	0	4
IABCJNHA_03333	0	0
IABCJNHA_03334	2	0
IABCJNHA_03335	12	15
IABCJNHA_03336	8	5
IABCJNHA_03337	36	17
IABCJNHA_03338	4	7
IABCJNHA_03339	329	216
IABCJNHA_03340	18	14
IABCJNHA_03341	178	95
IABCJNHA_03342	0	2
IABCJNHA_03343	101	39
IABCJNHA_03344	43	12
IABCJNHA_03345	3	1
IABCJNHA_03346	2	1
IABCJNHA_03347	138	308
IABCJNHA_03348	301	821
IABCJNHA_03349	161	789
IABCJNHA_03350	16	121
IABCJNHA_03351	0	0
IABCJNHA_03352	99	414
IABCJNHA_03353	150	348
IABCJNHA_03354	1152	1112
IABCJNHA_03355	30	12
IABCJNHA_03356	2233	1239
IABCJNHA_03357	1362	856
IABCJNHA_03358	482	277
IABCJNHA_03359	4	2
IABCJNHA_03360	18	14
IABCJNHA_03361	694	652
IABCJNHA_03362	743	582
IABCJNHA_03363	622	535
IABCJNHA_03364	364	287
IABCJNHA_03365	42	19
IABCJNHA_03366	0	1
IABCJNHA_03367	2	0
IABCJNHA_03368	647	83
IABCJNHA_03369	1972	237
IABCJNHA_03370	3210	128
IABCJNHA_03371	0	0
IABCJNHA_03372	2	2
IABCJNHA_03373	4	8
IABCJNHA_03374	235	157
IABCJNHA_03375	256	204
IABCJNHA_03376	71	38
IABCJNHA_03377	191	117
IABCJNHA_03378	306	116
IABCJNHA_03379	427	172
IABCJNHA_03380	133	36
IABCJNHA_03381	99	51
IABCJNHA_03382	282	135
IABCJNHA_03383	303	147
IABCJNHA_03384	118	98
IABCJNHA_03385	23	17
IABCJNHA_03386	9	2
IABCJNHA_03387	13	6
IABCJNHA_03388	13	4
IABCJNHA_03389	31	64
IABCJNHA_03390	130	89
IABCJNHA_03391	1322	907
IABCJNHA_03392	207	105
IABCJNHA_03393	76	34
IABCJNHA_03394	43	8
IABCJNHA_03395	12	2
IABCJNHA_03396	100	42
IABCJNHA_03397	2	4
IABCJNHA_03398	368	41
IABCJNHA_03399	338	53
IABCJNHA_03400	435	105
IABCJNHA_03401	6	2
IABCJNHA_03402	50	82
IABCJNHA_03403	71	61
IABCJNHA_03404	1425	1139
IABCJNHA_03405	217	2
IABCJNHA_03406	2	0
IABCJNHA_03407	145	28
IABCJNHA_03408	209	31
IABCJNHA_03409	367	45
IABCJNHA_03410	616	119
IABCJNHA_03411	728	162
IABCJNHA_03412	20	6
IABCJNHA_03413	13	6
IABCJNHA_03414	97	44
IABCJNHA_03415	26	19
IABCJNHA_03416	521	371
IABCJNHA_03417	444	332
IABCJNHA_03418	345	235
IABCJNHA_03419	365	336
IABCJNHA_03420	213	226
IABCJNHA_03421	13	25
IABCJNHA_03422	0	0
IABCJNHA_03423	7195	3496
IABCJNHA_03424	2399	1136
IABCJNHA_03425	110	42
IABCJNHA_03426	24	9
IABCJNHA_03427	358	100
IABCJNHA_03428	385	120
IABCJNHA_03429	214	62
IABCJNHA_03430	218	51
IABCJNHA_03431	204	78
IABCJNHA_03432	65	66
IABCJNHA_03433	48	51
IABCJNHA_03434	100	87
IABCJNHA_03435	49	65
IABCJNHA_03436	63	69
IABCJNHA_03437	0	0
IABCJNHA_03438	2	0
IABCJNHA_03439	33	3
IABCJNHA_03440	61	3
IABCJNHA_03441	51	4
IABCJNHA_03442	57	6
IABCJNHA_03443	111	10
IABCJNHA_03444	54	0
IABCJNHA_03445	8	2
IABCJNHA_03446	14	0
IABCJNHA_03447	98	40
IABCJNHA_03448	23	23
IABCJNHA_03449	36	33
IABCJNHA_03450	16	0
IABCJNHA_03451	20	5
IABCJNHA_03452	63	25
IABCJNHA_03453	14	4
IABCJNHA_03454	0	0
IABCJNHA_03455	68	34
IABCJNHA_03456	0	0
IABCJNHA_03457	66	8
IABCJNHA_03458	16	4
IABCJNHA_03459	42	26
IABCJNHA_03460	39	17
IABCJNHA_03461	61	27
IABCJNHA_03462	71	29
IABCJNHA_03463	7	4
IABCJNHA_03464	74	56
IABCJNHA_03465	114	60
IABCJNHA_03466	14	28
IABCJNHA_03467	53	51
IABCJNHA_03468	114	72
IABCJNHA_03469	142	81
IABCJNHA_03470	0	0
IABCJNHA_03471	0	0
IABCJNHA_03472	0	3
IABCJNHA_03473	2	8
IABCJNHA_03474	0	0
IABCJNHA_03475	2	4
IABCJNHA_03476	0	0
IABCJNHA_03477	4	0
IABCJNHA_03478	0	0
IABCJNHA_03479	2	2
IABCJNHA_03480	2	4
IABCJNHA_03481	0	0
IABCJNHA_03482	4	4
IABCJNHA_03483	22	7
IABCJNHA_03484	4	5
IABCJNHA_03485	88	37
IABCJNHA_03486	4	8
IABCJNHA_03487	28	7
IABCJNHA_03488	29	22
IABCJNHA_03489	1	0
IABCJNHA_03490	94	85
IABCJNHA_03491	54	28
IABCJNHA_03492	6	2
IABCJNHA_03493	12	8
IABCJNHA_03494	0	0
IABCJNHA_03495	30	18
IABCJNHA_03496	31	28
IABCJNHA_03497	1	2
IABCJNHA_03498	58	19
IABCJNHA_03499	2	2
IABCJNHA_03500	4	6
IABCJNHA_03501	6	17
IABCJNHA_03502	152	57
IABCJNHA_03503	29	24
IABCJNHA_03504	39	25
IABCJNHA_03505	14	14
IABCJNHA_03506	7	6
IABCJNHA_03507	7	2
IABCJNHA_03508	39	30
IABCJNHA_03509	3	14
IABCJNHA_03510	10	7
IABCJNHA_03511	6	2
IABCJNHA_03512	12	7
IABCJNHA_03513	27	22
IABCJNHA_03514	4	1
IABCJNHA_03515	7	2
IABCJNHA_03516	4	2
IABCJNHA_03517	99	49
IABCJNHA_03518	1229	657
IABCJNHA_03519	16	8
IABCJNHA_03520	19	5
IABCJNHA_03521	40	12
IABCJNHA_03522	15	0
IABCJNHA_03523	2	0
IABCJNHA_03524	11	14
IABCJNHA_03525	14	9
IABCJNHA_03526	16	22
IABCJNHA_03527	4	2
IABCJNHA_03528	20	45
IABCJNHA_03529	4	8
IABCJNHA_03537	35	6
IABCJNHA_03538	422	216
IABCJNHA_03539	10	10
IABCJNHA_03540	12	3
IABCJNHA_03541	2	6
IABCJNHA_03542	1	4
IABCJNHA_03543	0	6
IABCJNHA_03544	292	290
IABCJNHA_03545	248	262
IABCJNHA_03546	277	309
IABCJNHA_03547	181	178
IABCJNHA_03548	217	185
IABCJNHA_03549	80	59
IABCJNHA_03550	36	26
IABCJNHA_03551	208	108
IABCJNHA_03552	316	241
IABCJNHA_03553	497	373
IABCJNHA_03554	146	101
IABCJNHA_03555	85	80
IABCJNHA_03556	6	8
IABCJNHA_03557	12	4
IABCJNHA_03558	570	351
IABCJNHA_03559	101	55
IABCJNHA_03560	1480	1737
IABCJNHA_03561	181	382
IABCJNHA_03562	429	215
IABCJNHA_03563	193	96
IABCJNHA_03564	42	39
IABCJNHA_03565	18	2
IABCJNHA_03566	26	0
IABCJNHA_03567	75	36
IABCJNHA_03568	204	80
IABCJNHA_03569	113	169
IABCJNHA_03570	168	291
IABCJNHA_03571	243	120
IABCJNHA_03572	372	72
IABCJNHA_03573	28	1
IABCJNHA_03574	11	8
IABCJNHA_03575	55	35
IABCJNHA_03576	31	15
IABCJNHA_03577	31	10
IABCJNHA_03578	13	6
IABCJNHA_03579	0	2
IABCJNHA_03580	56	14
IABCJNHA_03581	2	1
IABCJNHA_03582	0	0
IABCJNHA_03583	189	344
IABCJNHA_03584	9	4
IABCJNHA_03585	6	50
IABCJNHA_03586	2	7
IABCJNHA_03587	43	99
IABCJNHA_03588	32	18
IABCJNHA_03589	4	13
IABCJNHA_03590	18	22
IABCJNHA_03591	13	12
IABCJNHA_03592	17	35
IABCJNHA_03593	523	264
IABCJNHA_03594	27	12
IABCJNHA_03595	113	24
IABCJNHA_03596	9	15
IABCJNHA_03597	25	15
IABCJNHA_03598	8	16
IABCJNHA_03599	2	4
IABCJNHA_03600	0	2
IABCJNHA_03601	0	0
IABCJNHA_03602	36	34
IABCJNHA_03603	279	168
IABCJNHA_03604	340	161
IABCJNHA_03605	971	360
IABCJNHA_03606	54	44
IABCJNHA_03607	63	20
IABCJNHA_03608	28	14
IABCJNHA_03609	64	14
IABCJNHA_03610	46	4
IABCJNHA_03611	30	10
IABCJNHA_03612	22	6
IABCJNHA_03613	62	15
IABCJNHA_03614	107	26
IABCJNHA_03615	133	100
IABCJNHA_03616	0	1
IABCJNHA_03617	69	15
IABCJNHA_03618	26	18
IABCJNHA_03619	128	42
IABCJNHA_03620	34	7
IABCJNHA_03621	153	90
IABCJNHA_03622	37	11
IABCJNHA_03623	30	5
IABCJNHA_03624	43	7
IABCJNHA_03625	16	10
IABCJNHA_03626	225	33
IABCJNHA_03627	272	68
IABCJNHA_03628	238	63
IABCJNHA_03629	0	0
IABCJNHA_03630	0	0
IABCJNHA_03631	132	77
IABCJNHA_03632	8	7
IABCJNHA_03633	8	12
IABCJNHA_03634	44	30
IABCJNHA_03635	85	58
IABCJNHA_03636	100	70
IABCJNHA_03637	40	41
IABCJNHA_03638	26	20
IABCJNHA_03639	456	57
IABCJNHA_03640	348	34
IABCJNHA_03641	177	19
IABCJNHA_03642	149	16
IABCJNHA_03643	66	10
IABCJNHA_03644	9	3
IABCJNHA_03645	132	112
IABCJNHA_03646	309	208
IABCJNHA_03647	101	39
IABCJNHA_03648	48	25
IABCJNHA_03649	2	2
IABCJNHA_03650	0	0
IABCJNHA_03651	8	8
IABCJNHA_03652	2	6
IABCJNHA_03653	4	0
IABCJNHA_03654	0	0
IABCJNHA_03655	0	2
IABCJNHA_03656	76	46
IABCJNHA_03657	15	4
IABCJNHA_03658	0	0
IABCJNHA_03659	6	0
IABCJNHA_03660	8	0
IABCJNHA_03661	0	0
IABCJNHA_03662	7	0
IABCJNHA_03663	444	183
IABCJNHA_03664	68	50
IABCJNHA_03665	92	49
IABCJNHA_03666	14	31
IABCJNHA_03667	85	53
IABCJNHA_03668	13	8
IABCJNHA_03669	4	4
IABCJNHA_03670	8	2
IABCJNHA_03671	32	24
IABCJNHA_03672	1744	1325
IABCJNHA_03673	7915	5465
IABCJNHA_03674	16355	10761
IABCJNHA_03675	10183	6799
IABCJNHA_03676	6	6
IABCJNHA_03677	7	10
IABCJNHA_03678	12	4
IABCJNHA_03679	188	69
IABCJNHA_03680	191	114
IABCJNHA_03681	25	35
IABCJNHA_03682	12	9
IABCJNHA_03683	2	0
IABCJNHA_03684	18	10
IABCJNHA_03685	0	0
IABCJNHA_03686	0	0
IABCJNHA_03687	45	44
IABCJNHA_03688	12	7
IABCJNHA_03689	0	7
IABCJNHA_03690	0	0
IABCJNHA_03691	0	0
IABCJNHA_03692	8	10
IABCJNHA_03693	0	2
IABCJNHA_03694	1	0
IABCJNHA_03695	117	16
IABCJNHA_03696	58	9
IABCJNHA_03697	82	70
IABCJNHA_03698	37	0
IABCJNHA_03699	0	2
IABCJNHA_03700	23	4
IABCJNHA_03701	57	31
IABCJNHA_03702	82	75
IABCJNHA_03703	964	1106
IABCJNHA_03704	1030	757
IABCJNHA_03705	614	387
IABCJNHA_03706	47	25
IABCJNHA_03707	33	17
IABCJNHA_03708	15	6
IABCJNHA_03709	16	8
IABCJNHA_03710	32	59
IABCJNHA_03711	34	6
IABCJNHA_03712	454	173
IABCJNHA_03713	1	1
IABCJNHA_03714	1	5
IABCJNHA_03715	12	6
IABCJNHA_03716	20	9
IABCJNHA_03717	22	8
IABCJNHA_03718	76	24
IABCJNHA_03719	2231	119
IABCJNHA_03720	3670	574
