Geneid,MM227,MM228,MM229,MM230,MM231,MM232,MM233,MM234,MM235,MM236,MM237,MM238
FGBKPADF_03372,29849.99,6157.63,3825.87,3154.64,28964.0,5948.49,3529.73,3254.19,34394.86,4360.75,3383.02,2757.15
FGBKPADF_03373,6.27,5.68,2.61,0.0,8.35,12.12,4.8,14.58,14.49,8.48,5.8,4.61
FGBKPADF_03374,114.36,228.0,183.99,100.15,110.05,307.58,201.43,122.08,99.85,289.13,176.98,133.63
FGBKPADF_03375,223.23,201.22,195.73,237.11,205.68,169.7,176.25,191.32,204.53,200.95,191.49,205.83
FGBKPADF_03376,4081.56,8491.18,5175.11,3273.93,5335.45,9818.2,5047.61,3363.51,4189.64,9519.37,5637.4,3036.71
FGBKPADF_03377,5261.15,11662.9,6267.28,4365.24,5947.17,12121.99,6536.72,4963.27,5035.95,11632.33,6574.55,4154.93
FGBKPADF_03378,1519.52,3413.51,1706.77,1359.35,1547.51,3615.92,1905.14,1483.15,1454.26,3451.8,2022.27,1176.59
FGBKPADF_03379,3832.49,7912.66,4347.82,2983.8,3844.87,8130.32,4767.06,3567.58,3798.3,7956.69,4717.66,2864.67
FGBKPADF_03380,5218.85,7886.7,3923.74,2924.89,4585.61,7359.86,4958.89,3844.53,5223.57,7336.87,4739.42,2929.19
FGBKPADF_03381,7047.76,9030.76,5364.31,4475.7,7553.12,9112.14,6147.06,5520.82,8109.53,8325.52,6301.82,4164.15
FGBKPADF_03382,2724.96,2964.0,1796.8,1737.85,2670.0,2818.19,2117.36,1989.68,2817.52,2814.18,2177.49,1648.15
FGBKPADF_03383,1536.75,1580.59,1226.58,1172.31,1479.2,1631.06,1266.1,1282.73,1496.13,1567.77,1468.1,950.8
FGBKPADF_03384,3780.01,4370.95,3286.96,3203.24,3950.36,4391.67,3524.94,3536.61,4175.15,4059.74,3913.97,2889.25
FGBKPADF_03385,4285.21,5376.26,4980.68,5843.88,4877.05,5601.52,5205.88,5799.6,4717.07,5241.71,5666.41,5265.47
FGBKPADF_03386,2406.95,3018.37,2902.03,3057.43,3515.48,3243.19,2738.42,3174.02,3091.3,2858.27,3110.29,3156.52
FGBKPADF_03387,583.53,649.92,588.5,695.14,830.3,636.36,619.86,776.19,719.88,747.85,728.25,752.65
FGBKPADF_03388,238.11,231.25,194.43,162.0,236.79,243.18,189.44,182.21,253.65,212.82,190.04,178.18
FGBKPADF_03389,198.95,258.02,217.91,139.91,229.2,234.85,207.42,180.38,214.19,200.95,182.79,138.24
FGBKPADF_03390,222.45,108.73,93.95,103.09,211.75,112.12,98.31,100.21,221.44,106.84,79.79,89.09
FGBKPADF_03391,807.54,1394.78,1672.84,1307.8,744.53,1549.25,1738.49,1486.8,769.81,1497.39,1579.81,1198.09
FGBKPADF_03392,2742.97,3696.69,3159.09,3117.82,2855.95,3406.82,2923.06,2836.94,2735.39,3495.04,3278.57,3244.07
FGBKPADF_03393,15096.53,19181.23,18041.11,13936.66,14816.32,18303.06,15724.34,13577.94,15173.87,19488.97,18062.6,14066.85
FGBKPADF_03394,4570.31,5238.33,3879.37,3210.6,4118.09,5054.55,4080.06,3314.32,4254.06,5039.07,3995.21,3394.6
FGBKPADF_03395,1999.66,1847.53,1479.72,1276.88,2124.32,1871.97,1495.1,1326.46,2063.02,2001.04,1572.55,1502.23
FGBKPADF_03396,1128.68,784.61,478.89,533.14,1098.97,749.24,595.88,535.68,1136.19,784.31,587.53,645.13
FGBKPADF_03397,253.78,243.42,176.16,225.33,279.3,211.36,161.86,191.32,270.56,205.19,194.39,210.43
FGBKPADF_03398,2233.85,1929.48,1396.21,549.34,2439.28,1761.37,1338.04,482.84,2276.4,1662.73,1267.91,529.93
FGBKPADF_03399,101.82,132.26,96.56,88.37,103.22,185.61,171.45,162.16,158.63,114.47,137.82,86.02
FGBKPADF_03400,5977.05,4745.81,1460.15,1413.84,5523.68,4595.46,1762.47,1346.5,4394.98,3291.55,1579.81,1196.56
FGBKPADF_03401,4858.55,5242.38,1788.97,1331.37,5102.46,5768.95,1854.79,1335.57,4381.29,4039.39,1526.13,1270.29
FGBKPADF_03402,3960.16,3698.31,2707.6,2768.77,4120.37,3888.64,2541.79,2589.14,3946.46,3229.65,2548.87,2468.38
FGBKPADF_03403,53.26,136.31,174.85,216.49,54.64,134.09,196.63,169.45,61.2,131.42,171.18,182.79
FGBKPADF_03404,1113.01,4078.04,3136.9,5329.89,1368.4,3480.31,2430.29,5183.74,1187.72,4453.17,3198.78,5537.35
FGBKPADF_03405,1353.47,3079.22,2001.67,3605.3,1432.91,2515.16,1537.06,3995.76,1419.63,3398.38,2123.82,4213.3
FGBKPADF_03406,16334.86,17238.77,21129.74,22942.54,16755.45,15433.36,17434.05,18557.62,15055.5,16833.35,20514.27,20823.8
FGBKPADF_03407,4076.86,445.45,173.55,79.53,2871.89,539.39,251.78,89.28,3266.04,373.92,166.83,58.37
FGBKPADF_03408,40.73,19.47,14.35,8.84,18.97,18.94,11.99,7.29,16.1,12.72,8.7,15.36
FGBKPADF_03409,3201.18,4329.57,1360.98,783.5,2780.81,3918.19,2001.06,1266.33,3176.66,3289.0,1500.02,941.58
FGBKPADF_03410,3844.23,3637.46,884.7,851.25,3243.77,2881.07,1646.17,1167.94,3142.84,2404.64,1231.64,795.66
FGBKPADF_03411,7053.25,5635.91,1411.87,1248.89,5575.28,4448.49,2389.52,1554.21,5093.12,3550.16,1804.66,1155.09
FGBKPADF_03412,7209.11,7012.02,3652.33,1948.45,7519.73,7230.32,3432.62,2346.81,6259.91,6317.7,3699.27,1706.52
FGBKPADF_03413,7146.45,6032.68,4195.15,1796.76,7494.68,5890.92,3532.13,1645.31,7532.99,5705.52,3657.2,1520.66
FGBKPADF_03414,392.41,261.27,143.54,58.91,361.26,284.85,164.26,67.42,388.93,277.26,176.98,79.87
FGBKPADF_03415,497.37,443.02,326.22,203.24,502.43,426.52,338.11,156.7,533.87,395.97,256.77,198.15
FGBKPADF_03416,2634.88,2254.85,1576.28,1435.93,2790.68,2158.34,1635.38,1433.96,2698.35,1935.75,1502.92,1566.74
FGBKPADF_03417,328.19,587.45,758.13,857.14,327.11,578.03,893.22,745.22,328.54,620.66,874.77,797.19
FGBKPADF_03418,7340.7,6560.08,9263.26,8780.55,6978.59,7010.62,8652.88,7853.05,6871.89,7598.88,9491.89,7921.25
FGBKPADF_03419,4883.62,4430.99,6588.28,6673.04,5037.19,5287.89,5758.6,6016.42,4949.79,5072.13,6052.3,5366.85
FGBKPADF_03420,5430.33,4395.29,6357.32,6379.96,5201.12,5203.04,5931.25,6413.63,5085.87,5284.96,5942.04,5462.08
FGBKPADF_03421,5442.87,5545.84,8214.15,27468.31,5640.55,6296.98,9091.7,28786.63,5644.71,6177.8,8976.9,27442.5
FGBKPADF_03422,3493.33,3292.62,4880.21,20980.83,3203.55,3445.46,6890.41,24743.49,3278.12,3512.85,6142.24,19539.69
FGBKPADF_03423,383.01,523.35,1182.21,6197.34,319.52,734.09,1861.98,7235.37,395.37,611.34,1610.27,6873.68
