Geneid,MM227,MM228,MM229,MM230,MM231,MM232,MM233,MM234,MM235,MM236,MM237,MM238
FGBKPADF_01997,466.04,513.61,595.02,708.39,393.9,703.79,706.19,878.23,611.98,507.04,684.73,791.05
FGBKPADF_01998,51.7,97.37,131.79,276.88,69.82,93.94,158.26,486.49,53.15,112.77,168.28,271.88
FGBKPADF_01999,242.81,228.81,266.19,307.81,50.09,1150.0,1529.87,1752.82,1023.46,58.51,55.13,87.55
FGBKPADF_02000,263.17,225.57,395.38,332.84,47.06,1068.94,1339.24,1636.2,970.31,40.7,33.37,43.01
FGBKPADF_02001,13.32,30.83,54.8,60.38,6.83,187.88,226.6,296.99,176.35,11.87,15.96,21.5
FGBKPADF_02002,1222.67,996.39,533.69,739.32,1176.38,932.58,537.13,668.69,1133.77,1028.5,512.1,907.79
FGBKPADF_02003,972.02,834.11,429.3,643.59,1154.37,803.03,418.44,606.74,1094.32,831.79,497.59,662.02
FGBKPADF_02004,159.78,114.41,78.29,103.09,162.42,165.91,93.52,116.61,179.57,127.18,73.99,129.03
FGBKPADF_02005,24.28,19.47,9.13,14.73,18.97,28.03,20.38,32.8,28.99,19.5,7.25,18.43
FGBKPADF_02006,11.75,5.68,6.52,2.95,6.83,23.48,17.98,40.09,24.96,6.78,5.8,6.14
FGBKPADF_02008,15.67,8.11,7.83,5.89,6.83,18.94,16.79,18.22,16.1,8.48,2.9,12.29
FGBKPADF_02009,32.11,25.96,28.71,11.78,37.95,48.48,57.55,54.66,58.78,23.74,24.66,23.04
FGBKPADF_02010,21.15,33.27,15.66,19.15,27.32,68.18,40.76,54.66,62.0,41.55,24.66,19.97
FGBKPADF_02011,54.83,55.99,53.5,32.4,81.21,168.18,141.48,118.43,169.9,80.55,69.63,30.72
FGBKPADF_02012,23.5,7.3,16.96,14.73,19.73,50.76,23.98,32.8,35.43,16.96,18.86,7.68
FGBKPADF_02013,401.81,394.33,341.88,338.73,450.06,382.58,275.76,291.53,434.02,351.03,282.89,267.27
FGBKPADF_02014,43.08,62.48,60.02,50.07,47.81,84.85,75.53,103.86,82.94,76.31,23.21,66.05
FGBKPADF_02015,1.57,4.06,0.0,4.42,0.76,2.27,3.6,1.82,3.22,5.94,0.0,6.14
FGBKPADF_02016,25.06,30.83,36.54,27.98,31.88,38.64,52.75,80.17,52.34,43.24,23.21,39.94
FGBKPADF_02017,331.32,324.56,433.22,371.13,309.65,415.15,424.43,322.5,269.75,420.56,384.43,339.46
FGBKPADF_02018,392.41,438.96,431.91,312.22,355.95,377.27,419.64,322.5,396.18,443.45,455.52,388.61
FGBKPADF_02019,15.67,17.04,15.66,19.15,8.35,22.73,21.58,43.73,30.6,17.81,5.8,13.82
FGBKPADF_02020,4756.73,3582.28,4234.3,3611.19,4595.47,4000.76,4559.64,3917.42,4570.52,3985.13,4281.0,3122.72
FGBKPADF_02021,3700.9,3981.49,5832.76,7083.94,3771.25,4559.86,5243.04,7197.11,3695.23,4542.2,5634.5,6134.86
FGBKPADF_02022,36.03,49.49,40.45,36.82,31.88,80.3,77.93,56.48,67.64,50.87,33.37,30.72
FGBKPADF_02023,53.26,49.49,46.98,54.49,47.06,71.21,98.31,49.2,49.92,46.63,43.52,35.33
FGBKPADF_02024,7675.94,7085.86,8355.07,8505.15,7869.61,7128.8,6802.89,7769.24,7585.33,7620.92,8270.41,8686.18
FGBKPADF_02025,5876.79,2756.29,2090.4,1017.67,6067.09,2221.97,1764.87,909.2,5587.53,2454.67,2135.42,1049.1
FGBKPADF_02026,589.79,217.45,114.83,82.47,676.23,178.79,137.88,69.24,553.2,199.26,179.89,67.58
FGBKPADF_02027,247.51,232.87,345.79,486.01,324.83,311.36,294.94,513.82,293.11,244.2,343.81,339.46
FGBKPADF_02028,313.3,317.25,405.81,515.46,305.86,346.97,431.62,604.92,362.36,300.16,348.17,499.21
FGBKPADF_02029,2992.83,3344.54,5218.17,4864.5,2728.44,3187.13,4856.98,4427.59,2918.98,3253.39,5004.9,4400.69
FGBKPADF_02030,716.68,743.23,801.19,1022.09,724.04,717.43,740.96,976.62,673.18,732.59,783.38,1001.48
FGBKPADF_02031,622.69,279.93,212.69,98.67,717.21,378.03,229.0,196.78,678.01,317.11,190.04,133.63
FGBKPADF_02032,643.06,171.2,112.22,76.58,632.21,214.39,119.9,69.24,695.72,152.62,123.31,78.34
FGBKPADF_02033,57.18,17.85,16.96,10.31,56.16,34.85,37.17,25.51,70.86,15.26,23.21,9.22
FGBKPADF_02034,6.27,4.87,13.05,5.89,6.07,34.85,52.75,51.02,38.65,5.94,17.41,6.14
FGBKPADF_02035,1395.77,1832.12,2429.67,2279.82,1416.97,1713.64,2363.15,2565.45,1476.0,1749.22,2284.84,2328.6
FGBKPADF_02036,1261.83,1402.89,2331.8,2245.95,1501.21,1561.37,2062.21,2018.84,1495.32,1455.0,2155.73,2274.84
FGBKPADF_02037,1370.7,1292.54,2052.56,2254.78,1336.52,1478.03,1775.66,2201.04,1334.28,1424.47,1864.14,1913.88
FGBKPADF_02038,5092.75,5146.64,7659.58,8240.05,4800.39,5283.34,7095.44,9115.73,4850.74,4954.28,7295.54,7391.32
FGBKPADF_02039,1294.73,1603.3,1166.55,826.21,1323.62,1290.15,935.19,623.14,1266.64,1415.14,987.92,697.35
FGBKPADF_02040,1575.92,1741.24,1358.37,970.54,1520.19,1423.49,992.74,765.26,1438.96,1719.54,1205.53,963.08
FGBKPADF_02041,12.53,16.23,23.49,5.89,7.59,4.55,13.19,3.64,15.3,7.63,15.96,6.14
FGBKPADF_02042,36.03,165.52,392.77,397.64,14.42,183.33,455.6,475.56,20.94,163.64,462.77,408.58
FGBKPADF_02043,1038.6,1135.94,1537.14,2085.42,1136.91,1163.64,1556.25,1951.42,1141.02,1131.1,1550.79,1883.16
FGBKPADF_02044,7859.22,6752.38,7329.45,5324.0,8113.23,6450.77,7310.05,4731.87,7464.54,6812.87,6945.93,4575.8
FGBKPADF_02045,469.96,644.24,833.81,761.41,582.12,655.3,743.35,703.31,541.92,658.82,806.59,668.17
FGBKPADF_02046,1454.51,1785.87,1876.4,2294.55,1430.63,1653.03,1870.38,2139.09,1429.29,1803.48,1669.75,2336.28
FGBKPADF_02047,5906.55,6572.25,7091.96,7923.41,5510.77,6296.98,7094.24,8102.67,5421.66,6439.8,6912.56,7838.3
FGBKPADF_02048,119990.54,107003.53,131455.06,111602.25,117575.05,108070.64,129296.87,108543.38,119472.1,109850.46,138345.48,105197.27
FGBKPADF_02049,57459.86,53412.11,68183.29,57849.72,56826.77,53785.7,63609.54,55625.48,57818.38,53920.47,71741.19,54281.34
FGBKPADF_02050,659.5,154.16,176.16,170.84,699.0,177.27,169.05,196.78,411.48,195.86,236.46,241.15
FGBKPADF_02051,1466.26,2190.75,3109.5,2935.2,1500.45,2063.64,3132.88,2357.74,1103.17,2497.06,3486.02,3095.08
FGBKPADF_02052,31.33,111.16,153.97,131.07,34.91,160.61,272.16,229.58,85.36,130.58,171.18,244.23
FGBKPADF_02053,202.86,508.74,648.52,612.67,233.76,590.91,776.93,575.77,243.99,526.55,574.48,755.72
FGBKPADF_02054,9295.72,7452.61,5952.81,4472.75,10364.29,7073.5,6064.33,4223.52,10031.63,6883.25,5348.71,4256.31
FGBKPADF_02055,748.01,536.33,574.14,705.45,702.03,500.0,499.97,542.97,711.02,635.08,535.31,606.73
FGBKPADF_02056,1884.52,1755.03,1020.41,729.01,1938.37,1527.28,948.38,617.68,1427.68,1632.21,1441.99,695.82
FGBKPADF_02057,9.4,22.72,23.49,20.62,8.35,67.42,40.76,71.06,35.43,28.83,11.61,10.75
FGBKPADF_02058,33.68,51.93,45.67,35.35,35.67,119.7,99.51,116.61,96.63,50.03,34.82,41.47
FGBKPADF_02059,585.88,788.67,484.11,443.3,646.63,868.94,453.21,400.85,408.25,903.01,533.86,448.52
FGBKPADF_02060,10.18,18.66,19.57,13.25,16.7,25.0,33.57,18.22,10.47,29.68,4.35,12.29
FGBKPADF_02061,443.32,715.64,439.74,357.88,452.34,765.91,453.21,368.05,295.52,745.3,406.19,450.05
FGBKPADF_02062,647.76,1145.68,664.18,621.5,742.26,1240.91,691.8,590.35,530.65,1198.93,757.26,725.0
FGBKPADF_02063,3338.25,3285.31,3739.75,3353.46,3362.93,3178.79,3262.37,2682.06,3152.5,3302.57,3694.92,2958.37
FGBKPADF_02064,1259.48,1287.67,1255.28,2531.66,1414.69,1306.06,1479.51,2827.83,1231.21,1509.26,1531.93,2694.18
FGBKPADF_02065,8945.6,19991.0,22007.91,59396.11,9730.56,17687.15,17804.53,55629.12,8130.47,22164.94,23736.26,62718.69
FGBKPADF_02066,500.5,1168.4,1628.48,1463.92,522.92,1345.46,1947.11,1565.14,574.94,1385.47,1730.68,1767.96
FGBKPADF_02067,509.9,1366.38,1751.13,1746.68,455.37,1381.06,2414.7,1650.78,422.75,1705.97,2145.58,1892.37
FGBKPADF_02068,3822.3,5493.91,5911.05,6764.35,4055.1,5282.58,7343.62,5834.22,3413.4,6162.53,6452.69,6435.92
FGBKPADF_02069,2266.75,2458.51,1849.0,2374.08,2269.28,1858.34,1522.68,1587.01,2071.07,2436.02,1735.03,2511.39
FGBKPADF_02070,119.06,235.3,167.02,166.42,138.89,196.21,155.86,134.83,177.96,284.89,204.55,208.9
FGBKPADF_02071,108.09,129.01,164.41,316.64,144.2,148.49,113.9,295.17,118.37,212.82,149.42,362.5
FGBKPADF_02072,3069.59,1988.71,1317.92,1497.79,3304.49,1667.43,1099.44,1131.5,3158.14,1426.17,1302.72,1486.87
FGBKPADF_02073,5016.77,6841.63,7273.34,9381.43,5167.73,6473.5,7154.18,8476.19,4998.1,7464.91,7652.41,9464.94
FGBKPADF_02074,656.37,734.31,790.75,961.71,653.46,683.33,706.19,814.46,595.07,634.23,792.08,864.78
FGBKPADF_02075,12.53,16.23,16.96,44.18,3.04,79.55,93.52,52.84,70.06,16.11,21.76,27.65
FGBKPADF_02076,485.62,484.4,587.19,549.34,532.03,521.21,581.49,563.01,464.62,624.05,681.83,680.46
FGBKPADF_02077,115.92,182.56,186.6,114.87,77.41,184.85,176.25,60.13,86.16,169.58,158.13,79.87
FGBKPADF_02078,358.73,381.35,388.85,322.53,407.56,368.18,383.67,286.06,372.02,391.73,319.15,291.84
FGBKPADF_02079,296.07,252.34,272.72,195.88,324.07,239.39,302.14,194.96,314.04,254.37,295.94,196.61
FGBKPADF_02080,1772.51,1243.05,1389.68,812.96,2250.3,1336.37,1020.31,648.65,1922.9,1304.92,1399.92,835.59
FGBKPADF_02081,1611.95,934.72,1028.24,628.87,1720.55,1018.18,1033.5,517.46,1538.81,1060.72,1101.08,640.52
FGBKPADF_02082,1107.53,650.73,687.67,441.83,1044.32,655.3,698.99,380.81,1005.74,603.7,651.36,403.97
FGBKPADF_02083,4892.23,2985.91,2792.42,1390.28,5814.36,2869.7,2438.68,1147.89,5236.45,2848.09,2451.67,1078.28
FGBKPADF_02084,57.18,58.42,54.8,48.6,47.06,51.52,28.78,40.09,53.95,69.53,30.46,62.98
FGBKPADF_02085,832.6,742.42,726.81,746.69,890.25,625.0,546.73,659.58,739.21,701.21,651.36,642.06
FGBKPADF_02086,3437.72,2611.86,3815.44,4010.31,3580.75,2882.58,3545.32,3257.83,3212.89,3278.83,3725.38,3714.09
FGBKPADF_02087,1178.02,1053.18,1344.01,1528.72,1263.66,1040.15,1191.76,1361.07,1175.64,1193.84,1357.85,1348.62
FGBKPADF_02088,5553.3,5848.49,4805.83,3409.42,5888.73,6027.28,3913.4,2534.48,4803.23,5991.26,4620.46,3096.61
FGBKPADF_02089,15338.56,15531.61,18762.7,18259.19,15270.94,15118.21,16229.1,12615.9,13465.16,17376.0,19288.43,17870.03
FGBKPADF_02090,227.15,163.09,187.9,114.87,263.36,175.76,80.33,54.66,236.74,175.52,134.91,115.2
FGBKPADF_02091,8.62,34.08,30.01,60.38,0.0,21.21,46.76,34.62,2.42,26.28,53.68,49.15
FGBKPADF_02092,0.0,21.1,9.13,20.62,0.0,22.73,15.59,36.44,1.61,19.5,14.51,32.26
FGBKPADF_02093,12.53,43.81,50.89,47.13,18.97,40.91,34.77,58.31,20.13,81.4,78.34,99.84
FGBKPADF_02094,1005.7,976.91,1251.37,768.78,1148.3,926.52,962.76,763.44,1091.1,875.03,1134.44,658.95
FGBKPADF_02095,4470.06,3450.03,4089.46,2491.9,4913.48,3071.97,3351.09,2000.61,4277.42,3348.36,3766.0,2072.09
FGBKPADF_02096,77.54,68.97,37.84,60.38,54.64,40.91,52.75,23.69,75.69,45.79,27.56,44.54
FGBKPADF_02097,62.66,59.23,46.98,54.49,59.96,59.85,59.95,83.81,66.03,66.14,47.87,35.33
FGBKPADF_02098,0.78,3.25,1.3,0.0,1.52,2.27,1.2,1.82,2.42,0.0,0.0,3.07
FGBKPADF_02099,58.74,45.44,60.02,41.24,56.92,49.24,50.36,43.73,44.29,49.18,27.56,36.86
FGBKPADF_02100,1035.47,1125.4,1150.89,1833.58,1106.56,1106.06,1073.07,1257.22,1096.73,1259.13,1089.47,1939.99
FGBKPADF_02101,491.1,454.38,448.87,787.92,435.64,375.76,398.05,863.65,471.06,390.03,420.7,930.83
FGBKPADF_02102,385.36,325.37,283.16,435.93,440.19,262.88,335.71,419.07,378.46,392.58,275.63,516.1
FGBKPADF_02103,53.26,68.97,99.17,213.55,74.38,82.58,119.9,145.76,53.15,128.03,132.01,308.74
FGBKPADF_02104,439.41,399.2,425.39,687.78,478.14,340.91,540.73,573.95,421.14,435.82,594.78,832.52
FGBKPADF_02105,776.99,403.26,381.02,335.79,747.57,369.7,334.51,264.2,678.81,508.74,410.55,364.04
FGBKPADF_02106,11563.25,12597.62,17665.31,13300.43,13258.95,13119.72,12809.67,10269.09,11552.72,13618.96,16329.02,12180.62
FGBKPADF_02107,1550.07,2052.0,3812.83,32589.07,1549.03,2250.76,4673.54,40599.0,1640.27,2072.27,4350.63,32967.56
FGBKPADF_02108,21.93,19.47,52.19,633.28,20.49,32.58,76.73,867.3,26.57,37.31,60.93,700.42
FGBKPADF_02109,1.57,3.25,5.22,36.82,3.04,7.58,11.99,29.15,4.83,5.09,5.8,39.94
FGBKPADF_02110,61.88,70.59,181.38,2131.07,58.44,99.24,217.01,2656.55,35.43,89.88,235.01,2305.56
FGBKPADF_02111,3027.3,3498.71,4123.38,4092.78,3030.51,3410.61,3622.05,3689.66,3192.76,3501.82,4205.56,3760.17
FGBKPADF_02112,370.48,441.4,623.73,4942.56,403.76,454.55,854.86,5830.57,376.85,455.32,683.28,5245.5
FGBKPADF_02113,59.53,104.67,178.77,1187.04,63.75,96.97,163.06,1244.46,53.15,128.03,153.77,1402.38
FGBKPADF_02114,83.81,78.7,105.69,64.8,78.17,74.24,76.73,109.32,92.6,93.27,94.3,113.67
FGBKPADF_02115,145.69,123.33,122.66,223.86,123.71,131.82,112.7,348.01,136.08,142.45,123.31,297.99
FGBKPADF_02116,325.84,296.97,313.17,446.24,347.6,290.15,309.33,462.8,357.52,348.49,324.96,454.66
FGBKPADF_02117,371.26,336.73,411.03,561.12,385.55,319.7,338.11,588.52,333.37,367.14,340.91,508.42
FGBKPADF_02118,219.31,197.98,200.95,402.06,216.3,196.97,183.44,338.9,252.04,220.45,211.8,345.6
FGBKPADF_02119,10.97,11.36,23.49,36.82,10.63,12.12,11.99,60.13,12.08,16.11,17.41,55.3
FGBKPADF_02120,16.45,19.47,33.93,54.49,32.64,30.3,23.98,71.06,24.96,28.83,23.21,50.69
FGBKPADF_02121,24.28,34.89,14.35,36.82,28.84,26.52,35.97,41.91,26.57,36.46,33.37,24.58
FGBKPADF_02122,93.99,98.99,75.68,108.98,65.27,73.48,107.91,109.32,62.81,72.07,78.34,92.16
FGBKPADF_02123,43.86,32.46,44.37,30.93,44.02,43.18,43.16,45.55,43.48,36.46,44.97,33.79
FGBKPADF_02124,45.43,127.39,96.56,30.93,51.61,121.21,80.33,51.02,70.86,108.53,71.08,43.01
FGBKPADF_02125,311.74,253.96,358.84,263.62,321.8,263.64,224.21,213.18,290.69,320.51,268.38,291.84
FGBKPADF_02126,10.18,15.42,9.13,11.78,6.83,14.39,5.99,7.29,15.3,16.11,7.25,7.68
FGBKPADF_02127,85.38,89.25,137.01,128.13,78.17,106.82,128.29,92.92,93.41,111.07,132.01,125.95
FGBKPADF_02128,519.3,743.23,809.02,1226.8,477.38,654.55,850.06,783.48,475.09,755.48,899.43,1324.05
FGBKPADF_02129,669.69,899.83,942.12,979.38,785.52,865.91,961.56,812.64,810.07,793.63,928.44,1127.44
FGBKPADF_02130,178.58,101.42,97.87,78.06,162.42,107.58,109.11,112.97,225.47,92.42,91.39,89.09
FGBKPADF_02131,5941.8,4433.43,2206.53,3053.02,5949.45,4374.25,1972.29,2565.45,5432.12,4883.05,2094.8,3502.12
FGBKPADF_02132,145.69,266.14,284.46,278.35,179.11,319.7,350.1,273.31,139.31,252.67,304.65,262.66
FGBKPADF_02133,57.18,117.65,107.0,128.13,44.78,112.88,105.51,102.04,45.09,96.66,104.45,116.74
FGBKPADF_02134,1561.82,1473.48,786.84,556.7,1498.94,1521.97,824.88,477.38,1426.88,1438.89,838.5,533.0
FGBKPADF_02135,2542.46,2295.42,1561.93,1220.91,2483.3,1957.58,1384.8,1020.35,1945.45,2056.16,1925.07,1179.66
FGBKPADF_02136,2209.57,2387.11,1958.61,1244.48,2415.75,2289.4,1562.24,1053.15,2392.36,2423.3,1856.89,1133.58
FGBKPADF_02137,86.94,48.68,43.06,35.35,87.28,102.27,70.74,41.91,117.56,96.66,69.63,50.69
FGBKPADF_02138,89.29,49.49,48.28,20.62,147.24,72.73,51.56,52.84,143.33,72.07,56.58,23.04
FGBKPADF_02139,47.0,73.84,44.37,5.89,53.89,47.73,16.79,18.22,64.42,57.66,55.13,12.29
FGBKPADF_02140,126.1,160.66,133.1,162.0,138.89,140.91,89.92,100.21,174.74,151.77,137.82,168.96
FGBKPADF_02141,6.27,21.91,19.57,36.82,3.04,20.45,26.38,34.62,11.27,16.96,34.82,30.72
FGBKPADF_02142,10.97,17.85,19.57,33.87,13.66,9.09,19.18,25.51,7.25,20.35,21.76,24.58
FGBKPADF_02143,7139.4,5881.76,7149.37,5039.76,6726.62,5739.4,6304.12,5364.13,6648.84,5607.16,6426.58,4515.89
FGBKPADF_02144,854.54,787.05,1287.91,1247.42,819.67,796.97,1196.56,1339.21,778.66,901.32,1365.1,1003.02
FGBKPADF_02145,436.28,657.22,1043.89,998.53,655.74,656.82,959.17,1189.8,461.4,662.21,1005.33,1073.68
FGBKPADF_02146,661.85,737.55,1157.42,1269.51,847.75,755.3,1306.86,1313.7,545.14,784.31,1217.13,1270.29
FGBKPADF_02147,1030.77,899.83,699.41,726.07,981.33,777.27,647.44,561.19,987.22,917.43,670.22,665.1
FGBKPADF_02148,3883.4,5522.31,3853.28,2393.22,5425.77,6152.28,5584.75,3073.8,5272.69,5149.29,4714.76,2075.16
FGBKPADF_02149,1812.46,2646.75,2061.69,973.49,2158.47,3546.22,2625.72,1180.69,2740.22,2788.74,2379.14,881.67
FGBKPADF_02150,493.45,472.23,553.26,371.13,525.96,493.18,426.83,333.44,464.62,512.98,475.83,434.69
FGBKPADF_02151,4616.53,2288.93,1217.44,836.52,3968.58,1823.49,1317.66,965.69,3917.47,1896.75,1283.86,946.19
FGBKPADF_02152,10126.75,6834.33,2661.93,1266.57,7881.75,5740.16,2955.43,1519.59,7733.49,5509.65,2946.36,1340.94
FGBKPADF_02153,2587.1,2492.59,1448.4,483.06,2152.4,2271.97,1281.69,395.39,1920.49,2023.09,1090.92,356.36
FGBKPADF_02154,7180.92,6844.07,5289.94,1293.08,6222.67,6778.8,4623.18,1147.89,5499.76,6286.33,4543.57,1239.57
FGBKPADF_02155,8427.86,8354.87,7904.89,1988.22,7459.01,8430.32,7486.3,1734.6,6639.98,7934.64,7217.2,1698.84
FGBKPADF_02156,6383.56,7210.0,8891.37,2304.86,6222.67,7393.95,8648.09,2007.9,5273.49,6672.12,8209.48,2045.98
FGBKPADF_02157,5857.99,6704.51,9415.93,2440.35,5797.66,6602.28,9156.44,1942.31,4592.26,6388.07,8675.15,2027.54
FGBKPADF_02158,23.5,104.67,223.13,70.69,18.21,101.52,261.37,69.24,16.1,113.62,253.87,59.9
FGBKPADF_02159,31.33,86.82,215.3,60.38,37.19,121.21,314.13,85.64,47.51,127.18,197.29,62.98
FGBKPADF_02160,3.92,1.62,2.61,2.95,4.55,7.58,9.59,9.11,2.42,6.78,7.25,6.14
FGBKPADF_02161,27.41,15.42,26.1,14.73,12.9,59.85,74.34,36.44,57.17,6.78,15.96,10.75
FGBKPADF_02162,38.38,31.64,13.05,8.84,72.1,62.12,51.56,32.8,96.63,39.85,11.61,16.9
FGBKPADF_02163,43.08,30.02,10.44,14.73,41.74,57.58,38.37,38.26,99.04,10.17,11.61,26.11
FGBKPADF_02164,7.05,7.3,0.0,16.2,15.94,15.15,8.39,16.4,20.94,1.7,0.0,4.61
FGBKPADF_02165,16.45,30.83,13.05,16.2,19.73,19.7,21.58,32.8,25.77,10.17,17.41,12.29
FGBKPADF_02166,16.45,5.68,13.05,17.67,19.73,15.91,14.39,32.8,16.1,15.26,21.76,18.43
FGBKPADF_02167,75.98,104.67,74.38,58.91,90.32,108.33,103.11,89.28,124.01,88.18,73.99,78.34
FGBKPADF_02168,123.75,139.56,123.96,119.29,103.98,120.45,110.3,116.61,137.7,127.18,118.96,135.17
FGBKPADF_02169,466.04,524.16,668.09,827.69,645.11,663.64,588.69,655.94,523.4,654.58,670.22,866.31
FGBKPADF_02170,428.44,387.84,378.41,412.37,448.54,349.24,324.92,490.13,481.53,406.99,422.15,493.06
FGBKPADF_02171,65.79,25.96,11.74,4.42,58.44,16.67,7.19,10.93,46.7,20.35,13.06,9.22
FGBKPADF_02172,797.36,705.91,591.11,537.55,837.13,590.15,551.52,450.05,687.67,640.16,536.76,462.34
FGBKPADF_02173,842.79,775.69,567.62,571.43,706.59,671.21,498.77,464.62,719.08,788.55,565.77,637.45
FGBKPADF_02174,6.27,12.17,18.27,14.73,6.83,9.85,13.19,14.58,6.44,9.33,14.51,12.29
FGBKPADF_02175,419.04,538.76,628.95,251.84,492.56,524.24,527.54,335.26,446.91,547.74,619.45,256.52
FGBKPADF_02176,3425.97,3849.23,4093.37,2443.3,3318.15,3800.01,3620.85,1913.16,3269.26,3846.92,3674.61,2408.48
FGBKPADF_02177,812.24,554.99,371.89,506.63,845.48,394.7,351.29,431.83,720.69,556.22,359.77,608.26
FGBKPADF_02178,8228.13,8180.42,8298.96,7650.95,8084.39,8612.89,8797.96,8157.33,8291.52,8495.1,9072.64,7451.22
FGBKPADF_02179,7086.93,6721.55,6431.7,5602.35,7144.04,6903.8,6801.69,6302.48,7222.97,7191.04,6963.33,5930.57
FGBKPADF_02180,1555.55,1599.25,1586.72,2138.44,1518.67,1465.15,1642.57,1942.31,1501.77,1553.35,1624.78,2058.26
FGBKPADF_02181,2337.24,1479.97,1701.55,1749.63,2340.62,1270.46,1462.73,1330.1,2004.23,1675.45,1764.04,1949.21
FGBKPADF_02182,1361.3,931.47,1107.83,1219.44,1397.24,865.15,981.95,963.87,1290.79,1056.48,1118.49,1198.09
FGBKPADF_02183,436.28,443.83,429.3,525.77,517.61,456.82,333.31,561.19,495.22,520.61,422.15,549.89
FGBKPADF_02184,460.56,387.84,367.97,497.79,456.89,392.42,380.07,586.7,451.74,455.32,368.48,594.44
FGBKPADF_02185,50.13,92.5,210.08,167.89,37.19,168.94,281.76,286.06,130.45,126.34,206.0,193.54
FGBKPADF_02186,28.2,71.4,117.44,107.51,31.12,120.45,176.25,198.6,83.74,80.55,133.46,109.06
FGBKPADF_02187,5.48,11.36,10.44,19.15,3.04,6.06,16.79,5.47,0.81,15.26,34.82,13.82
FGBKPADF_02188,5811.78,5585.6,6139.41,3351.98,6197.63,4468.19,4902.54,3017.32,5131.77,6147.27,6870.49,3520.55
FGBKPADF_02189,49659.39,46114.48,49466.26,38176.69,52983.42,38799.31,46521.98,37683.71,43750.1,50793.42,58297.61,39120.85
FGBKPADF_02190,3.92,0.81,3.91,1.47,1.52,13.64,13.19,7.29,10.47,3.39,0.0,1.54
FGBKPADF_02191,10.18,8.11,5.22,7.36,4.55,45.45,31.17,27.33,26.57,6.78,2.9,0.0
FGBKPADF_02192,20.36,30.83,20.88,8.84,22.77,33.33,38.37,51.02,27.38,25.44,20.31,35.33
FGBKPADF_02193,1295.51,1669.03,1974.27,1858.61,1379.78,1662.12,1619.79,1698.15,1385.81,1780.59,1962.79,1972.25
FGBKPADF_02194,1911.15,1919.75,2183.04,2815.9,1874.62,1693.18,2214.48,2408.75,1769.1,2094.31,2701.19,3015.2
FGBKPADF_02195,396.33,547.69,816.85,840.94,532.03,725.76,724.17,690.56,428.39,893.69,1029.99,1041.42
FGBKPADF_02196,383.8,890.9,1179.6,1368.19,449.3,915.15,1264.9,1559.68,389.73,1056.48,1359.3,1781.78
FGBKPADF_02197,233.41,339.16,328.83,743.74,287.64,284.85,292.55,497.42,206.14,361.21,426.5,683.53
FGBKPADF_02198,3118.15,3080.03,3741.06,3494.84,2977.38,2777.28,3262.37,3113.89,2865.03,3481.48,3944.44,3557.42
FGBKPADF_02199,275.71,348.9,554.57,450.66,289.92,384.85,588.69,439.11,256.07,365.44,549.81,431.62
FGBKPADF_02200,31572.38,29443.68,34070.12,31898.35,29521.84,27813.68,30897.16,30136.77,29085.13,28672.57,32726.22,28364.11
FGBKPADF_02201,643.06,763.52,884.7,1188.51,664.84,615.91,838.07,1102.34,635.33,819.07,918.29,1245.71
FGBKPADF_02202,424.53,833.3,1535.83,1692.19,657.26,1168.18,1043.09,1534.17,622.45,1165.86,1537.74,2133.53
FGBKPADF_02203,148.04,331.86,523.25,849.78,194.29,399.24,498.77,830.86,186.81,421.41,651.36,955.4
FGBKPADF_02204,2486.06,3139.26,3174.74,3820.32,2514.42,2789.4,2637.71,3230.5,2299.75,3124.51,3233.6,3668.01
FGBKPADF_02205,426.09,871.43,515.42,98.67,440.95,740.15,538.33,125.72,389.73,733.43,500.49,96.77
FGBKPADF_02206,1374.62,2516.12,1738.08,393.22,1445.05,2323.49,1659.36,395.39,1409.97,2040.89,1372.36,311.81
FGBKPADF_02207,12.53,18.66,13.05,19.15,12.14,16.67,31.17,40.09,12.88,11.87,29.01,19.97
FGBKPADF_02208,25.06,77.89,99.17,95.73,43.26,88.64,91.12,80.17,18.52,93.27,113.15,105.99
FGBKPADF_02209,733.91,677.51,571.53,466.86,634.49,603.03,609.07,573.95,607.15,691.04,625.25,552.97
FGBKPADF_02210,1710.64,1676.33,1332.27,1225.33,1644.66,1513.64,1426.76,1202.56,1557.33,1621.18,1521.78,1287.18
FGBKPADF_02211,603.11,532.27,416.25,431.52,491.04,412.12,441.22,377.17,472.67,510.44,477.28,474.63
FGBKPADF_02212,823.2,673.45,523.25,531.66,602.61,503.03,653.43,657.76,683.65,696.13,684.73,643.59
FGBKPADF_02213,93.99,76.27,80.9,72.16,102.46,105.3,82.73,136.65,83.74,115.31,97.2,116.74
FGBKPADF_02214,28.98,52.74,50.89,51.55,38.71,37.88,62.35,98.39,33.82,39.0,43.52,56.83
FGBKPADF_02215,65.01,108.73,112.22,184.09,80.45,109.09,149.87,196.78,85.36,115.31,192.94,205.83
FGBKPADF_02216,3.92,11.36,18.27,23.56,4.55,17.42,16.79,10.93,12.88,14.41,17.41,24.58
FGBKPADF_02217,91.64,61.67,87.43,101.62,92.59,103.03,128.29,112.97,78.11,102.6,85.59,89.09
FGBKPADF_02218,1745.1,2006.56,2224.8,2207.66,1797.96,1840.15,1906.34,1628.92,1676.5,2002.74,2168.79,2119.7
